Number #1;Formatted #1;Number #2;Formatted #2
"1111128964";"11-1112-8964";"1111128964";"11-1112-8964";
"1111128975";"11-1112-8975";"1111128975";"11-1112-8975";
"1111128986";"11-1112-8986";"1111128986";"11-1112-8986";
"1111128997";"11-1112-8997";"1111128997";"11-1112-8997";
"1111129008";"11-1112-9008";"1111129008";"11-1112-9008";
"1111129019";"11-1112-9019";"1111129019";"11-1112-9019";
"1111129030";"11-1112-9030";"1111129030";"11-1112-9030";
"1111129041";"11-1112-9041";"1111129041";"11-1112-9041";
"1111129052";"11-1112-9052";"1111129052";"11-1112-9052";
"1111129063";"11-1112-9063";"1111129063";"11-1112-9063";
"1111129074";"11-1112-9074";"1111129074";"11-1112-9074";
"1111129085";"11-1112-9085";"1111129085";"11-1112-9085";
"1111129096";"11-1112-9096";"1111129096";"11-1112-9096";
"1111129107";"11-1112-9107";"1111129107";"11-1112-9107";
"1111129118";"11-1112-9118";"1111129118";"11-1112-9118";
"1111129129";"11-1112-9129";"1111129129";"11-1112-9129";
"1111129140";"11-1112-9140";"1111129140";"11-1112-9140";
"1111129151";"11-1112-9151";"1111129151";"11-1112-9151";
"1111129162";"11-1112-9162";"1111129162";"11-1112-9162";
"1111129173";"11-1112-9173";"1111129173";"11-1112-9173";
"1111129184";"11-1112-9184";"1111129184";"11-1112-9184";
"1111129195";"11-1112-9195";"1111129195";"11-1112-9195";
"1111129206";"11-1112-9206";"1111129206";"11-1112-9206";
"1111129217";"11-1112-9217";"1111129217";"11-1112-9217";
"1111129228";"11-1112-9228";"1111129228";"11-1112-9228";
"1111129239";"11-1112-9239";"1111129239";"11-1112-9239";
"1111129250";"11-1112-9250";"1111129250";"11-1112-9250";
"1111129261";"11-1112-9261";"1111129261";"11-1112-9261";
"1111129272";"11-1112-9272";"1111129272";"11-1112-9272";
"1111129283";"11-1112-9283";"1111129283";"11-1112-9283";
"1111129294";"11-1112-9294";"1111129294";"11-1112-9294";
"1111129305";"11-1112-9305";"1111129305";"11-1112-9305";
"1111129316";"11-1112-9316";"1111129316";"11-1112-9316";
"1111129327";"11-1112-9327";"1111129327";"11-1112-9327";
"1111129338";"11-1112-9338";"1111129338";"11-1112-9338";
"1111129349";"11-1112-9349";"1111129349";"11-1112-9349";
"1111129360";"11-1112-9360";"1111129360";"11-1112-9360";
"1111129371";"11-1112-9371";"1111129371";"11-1112-9371";
"1111129382";"11-1112-9382";"1111129382";"11-1112-9382";
"1111129393";"11-1112-9393";"1111129393";"11-1112-9393";
"1111129404";"11-1112-9404";"1111129404";"11-1112-9404";
"1111129415";"11-1112-9415";"1111129415";"11-1112-9415";
"1111129426";"11-1112-9426";"1111129426";"11-1112-9426";
"1111129437";"11-1112-9437";"1111129437";"11-1112-9437";
"1111129448";"11-1112-9448";"1111129448";"11-1112-9448";
"1111129459";"11-1112-9459";"1111129459";"11-1112-9459";
"1111129470";"11-1112-9470";"1111129470";"11-1112-9470";
"1111129481";"11-1112-9481";"1111129481";"11-1112-9481";
"1111129492";"11-1112-9492";"1111129492";"11-1112-9492";
"1111129503";"11-1112-9503";"1111129503";"11-1112-9503";
"1111129514";"11-1112-9514";"1111129514";"11-1112-9514";
"1111129525";"11-1112-9525";"1111129525";"11-1112-9525";
"1111129536";"11-1112-9536";"1111129536";"11-1112-9536";
"1111129547";"11-1112-9547";"1111129547";"11-1112-9547";
"1111129558";"11-1112-9558";"1111129558";"11-1112-9558";
"1111129569";"11-1112-9569";"1111129569";"11-1112-9569";
"1111129580";"11-1112-9580";"1111129580";"11-1112-9580";
"1111129591";"11-1112-9591";"1111129591";"11-1112-9591";
"1111129602";"11-1112-9602";"1111129602";"11-1112-9602";
"1111129613";"11-1112-9613";"1111129613";"11-1112-9613";
"1111129624";"11-1112-9624";"1111129624";"11-1112-9624";
"1111129635";"11-1112-9635";"1111129635";"11-1112-9635";
"1111129646";"11-1112-9646";"1111129646";"11-1112-9646";
"1111129657";"11-1112-9657";"1111129657";"11-1112-9657";
"1111129668";"11-1112-9668";"1111129668";"11-1112-9668";
"1111129679";"11-1112-9679";"1111129679";"11-1112-9679";
"1111129690";"11-1112-9690";"1111129690";"11-1112-9690";
"1111129701";"11-1112-9701";"1111129701";"11-1112-9701";
"1111129712";"11-1112-9712";"1111129712";"11-1112-9712";
"1111129723";"11-1112-9723";"1111129723";"11-1112-9723";
"1111129734";"11-1112-9734";"1111129734";"11-1112-9734";
"1111129745";"11-1112-9745";"1111129745";"11-1112-9745";
"1111129756";"11-1112-9756";"1111129756";"11-1112-9756";
"1111129767";"11-1112-9767";"1111129767";"11-1112-9767";
"1111129778";"11-1112-9778";"1111129778";"11-1112-9778";
"1111129789";"11-1112-9789";"1111129789";"11-1112-9789";
"1111129800";"11-1112-9800";"1111129800";"11-1112-9800";
"1111129811";"11-1112-9811";"1111129811";"11-1112-9811";
"1111129822";"11-1112-9822";"1111129822";"11-1112-9822";
"1111129833";"11-1112-9833";"1111129833";"11-1112-9833";
"1111129844";"11-1112-9844";"1111129844";"11-1112-9844";
"1111129855";"11-1112-9855";"1111129855";"11-1112-9855";
"1111129866";"11-1112-9866";"1111129866";"11-1112-9866";
"1111129877";"11-1112-9877";"1111129877";"11-1112-9877";
"1111129888";"11-1112-9888";"1111129888";"11-1112-9888";
"1111129899";"11-1112-9899";"1111129899";"11-1112-9899";
"1111129910";"11-1112-9910";"1111129910";"11-1112-9910";
"1111129921";"11-1112-9921";"1111129921";"11-1112-9921";
"1111129932";"11-1112-9932";"1111129932";"11-1112-9932";
"1111129943";"11-1112-9943";"1111129943";"11-1112-9943";
"1111129954";"11-1112-9954";"1111129954";"11-1112-9954";
"1111129965";"11-1112-9965";"1111129965";"11-1112-9965";
"1111129976";"11-1112-9976";"1111129976";"11-1112-9976";
"1111129987";"11-1112-9987";"1111129987";"11-1112-9987";
"1111129998";"11-1112-9998";"1111129998";"11-1112-9998";
"1111130009";"11-1113-0009";"1111130009";"11-1113-0009";
"1111130020";"11-1113-0020";"1111130020";"11-1113-0020";
"1111130031";"11-1113-0031";"1111130031";"11-1113-0031";
"1111130042";"11-1113-0042";"1111130042";"11-1113-0042";
"1111130053";"11-1113-0053";"1111130053";"11-1113-0053";
"1111130064";"11-1113-0064";"1111130064";"11-1113-0064";
"1111130075";"11-1113-0075";"1111130075";"11-1113-0075";
"1111130086";"11-1113-0086";"1111130086";"11-1113-0086";
"1111130097";"11-1113-0097";"1111130097";"11-1113-0097";
"1111130108";"11-1113-0108";"1111130108";"11-1113-0108";
"1111130119";"11-1113-0119";"1111130119";"11-1113-0119";
"1111130130";"11-1113-0130";"1111130130";"11-1113-0130";
"1111130141";"11-1113-0141";"1111130141";"11-1113-0141";
"1111130152";"11-1113-0152";"1111130152";"11-1113-0152";
"1111130163";"11-1113-0163";"1111130163";"11-1113-0163";
"1111130174";"11-1113-0174";"1111130174";"11-1113-0174";
"1111130185";"11-1113-0185";"1111130185";"11-1113-0185";
"1111130196";"11-1113-0196";"1111130196";"11-1113-0196";
"1111130207";"11-1113-0207";"1111130207";"11-1113-0207";
"1111130218";"11-1113-0218";"1111130218";"11-1113-0218";
"1111130229";"11-1113-0229";"1111130229";"11-1113-0229";
"1111130240";"11-1113-0240";"1111130240";"11-1113-0240";
"1111130251";"11-1113-0251";"1111130251";"11-1113-0251";
"1111130262";"11-1113-0262";"1111130262";"11-1113-0262";
"1111130273";"11-1113-0273";"1111130273";"11-1113-0273";
"1111130284";"11-1113-0284";"1111130284";"11-1113-0284";
"1111130295";"11-1113-0295";"1111130295";"11-1113-0295";
"1111130306";"11-1113-0306";"1111130306";"11-1113-0306";
"1111130317";"11-1113-0317";"1111130317";"11-1113-0317";
"1111130328";"11-1113-0328";"1111130328";"11-1113-0328";
"1111130339";"11-1113-0339";"1111130339";"11-1113-0339";
"1111130350";"11-1113-0350";"1111130350";"11-1113-0350";
"1111130361";"11-1113-0361";"1111130361";"11-1113-0361";
"1111130372";"11-1113-0372";"1111130372";"11-1113-0372";
"1111130383";"11-1113-0383";"1111130383";"11-1113-0383";
"1111130394";"11-1113-0394";"1111130394";"11-1113-0394";
"1111130405";"11-1113-0405";"1111130405";"11-1113-0405";
"1111130416";"11-1113-0416";"1111130416";"11-1113-0416";
"1111130427";"11-1113-0427";"1111130427";"11-1113-0427";
"1111130438";"11-1113-0438";"1111130438";"11-1113-0438";
"1111130449";"11-1113-0449";"1111130449";"11-1113-0449";
"1111130460";"11-1113-0460";"1111130460";"11-1113-0460";
"1111130471";"11-1113-0471";"1111130471";"11-1113-0471";
"1111130482";"11-1113-0482";"1111130482";"11-1113-0482";
"1111130493";"11-1113-0493";"1111130493";"11-1113-0493";
"1111130504";"11-1113-0504";"1111130504";"11-1113-0504";
"1111130515";"11-1113-0515";"1111130515";"11-1113-0515";
"1111130526";"11-1113-0526";"1111130526";"11-1113-0526";
"1111130537";"11-1113-0537";"1111130537";"11-1113-0537";
"1111130548";"11-1113-0548";"1111130548";"11-1113-0548";
"1111130559";"11-1113-0559";"1111130559";"11-1113-0559";
"1111130570";"11-1113-0570";"1111130570";"11-1113-0570";
"1111130581";"11-1113-0581";"1111130581";"11-1113-0581";
"1111130592";"11-1113-0592";"1111130592";"11-1113-0592";
"1111130603";"11-1113-0603";"1111130603";"11-1113-0603";
"1111130614";"11-1113-0614";"1111130614";"11-1113-0614";
"1111130625";"11-1113-0625";"1111130625";"11-1113-0625";
"1111130636";"11-1113-0636";"1111130636";"11-1113-0636";
"1111130647";"11-1113-0647";"1111130647";"11-1113-0647";
"1111130658";"11-1113-0658";"1111130658";"11-1113-0658";
"1111130669";"11-1113-0669";"1111130669";"11-1113-0669";
"1111130680";"11-1113-0680";"1111130680";"11-1113-0680";
"1111130691";"11-1113-0691";"1111130691";"11-1113-0691";
"1111130702";"11-1113-0702";"1111130702";"11-1113-0702";
"1111130713";"11-1113-0713";"1111130713";"11-1113-0713";
"1111130724";"11-1113-0724";"1111130724";"11-1113-0724";
"1111130735";"11-1113-0735";"1111130735";"11-1113-0735";
"1111130746";"11-1113-0746";"1111130746";"11-1113-0746";
"1111130757";"11-1113-0757";"1111130757";"11-1113-0757";
"1111130768";"11-1113-0768";"1111130768";"11-1113-0768";
"1111130779";"11-1113-0779";"1111130779";"11-1113-0779";
"1111130790";"11-1113-0790";"1111130790";"11-1113-0790";
"1111130801";"11-1113-0801";"1111130801";"11-1113-0801";
"1111130812";"11-1113-0812";"1111130812";"11-1113-0812";
"1111130823";"11-1113-0823";"1111130823";"11-1113-0823";
"1111130834";"11-1113-0834";"1111130834";"11-1113-0834";
"1111130845";"11-1113-0845";"1111130845";"11-1113-0845";
"1111130856";"11-1113-0856";"1111130856";"11-1113-0856";
"1111130867";"11-1113-0867";"1111130867";"11-1113-0867";
"1111130878";"11-1113-0878";"1111130878";"11-1113-0878";
"1111130889";"11-1113-0889";"1111130889";"11-1113-0889";
"1111130900";"11-1113-0900";"1111130900";"11-1113-0900";
"1111130911";"11-1113-0911";"1111130911";"11-1113-0911";
"1111130922";"11-1113-0922";"1111130922";"11-1113-0922";
"1111130933";"11-1113-0933";"1111130933";"11-1113-0933";
"1111130944";"11-1113-0944";"1111130944";"11-1113-0944";
"1111130955";"11-1113-0955";"1111130955";"11-1113-0955";
"1111130966";"11-1113-0966";"1111130966";"11-1113-0966";
"1111130977";"11-1113-0977";"1111130977";"11-1113-0977";
"1111130988";"11-1113-0988";"1111130988";"11-1113-0988";
"1111130999";"11-1113-0999";"1111130999";"11-1113-0999";
"1111131010";"11-1113-1010";"1111131010";"11-1113-1010";
"1111131021";"11-1113-1021";"1111131021";"11-1113-1021";
"1111131032";"11-1113-1032";"1111131032";"11-1113-1032";
"1111131043";"11-1113-1043";"1111131043";"11-1113-1043";
"1111131054";"11-1113-1054";"1111131054";"11-1113-1054";
"1111131065";"11-1113-1065";"1111131065";"11-1113-1065";
"1111131076";"11-1113-1076";"1111131076";"11-1113-1076";
"1111131087";"11-1113-1087";"1111131087";"11-1113-1087";
"1111131098";"11-1113-1098";"1111131098";"11-1113-1098";
"1111131109";"11-1113-1109";"1111131109";"11-1113-1109";
"1111131120";"11-1113-1120";"1111131120";"11-1113-1120";
"1111131131";"11-1113-1131";"1111131131";"11-1113-1131";
"1111131142";"11-1113-1142";"1111131142";"11-1113-1142";
"1111131153";"11-1113-1153";"1111131153";"11-1113-1153";
"1111131164";"11-1113-1164";"1111131164";"11-1113-1164";
"1111131175";"11-1113-1175";"1111131175";"11-1113-1175";
"1111131186";"11-1113-1186";"1111131186";"11-1113-1186";
"1111131197";"11-1113-1197";"1111131197";"11-1113-1197";
"1111131208";"11-1113-1208";"1111131208";"11-1113-1208";
"1111131219";"11-1113-1219";"1111131219";"11-1113-1219";
"1111131230";"11-1113-1230";"1111131230";"11-1113-1230";
"1111131241";"11-1113-1241";"1111131241";"11-1113-1241";
"1111131252";"11-1113-1252";"1111131252";"11-1113-1252";
"1111131263";"11-1113-1263";"1111131263";"11-1113-1263";
"1111131274";"11-1113-1274";"1111131274";"11-1113-1274";
"1111131285";"11-1113-1285";"1111131285";"11-1113-1285";
"1111131296";"11-1113-1296";"1111131296";"11-1113-1296";
"1111131307";"11-1113-1307";"1111131307";"11-1113-1307";
"1111131318";"11-1113-1318";"1111131318";"11-1113-1318";
"1111131329";"11-1113-1329";"1111131329";"11-1113-1329";
"1111131340";"11-1113-1340";"1111131340";"11-1113-1340";
"1111131351";"11-1113-1351";"1111131351";"11-1113-1351";
"1111131362";"11-1113-1362";"1111131362";"11-1113-1362";
"1111131373";"11-1113-1373";"1111131373";"11-1113-1373";
"1111131384";"11-1113-1384";"1111131384";"11-1113-1384";
"1111131395";"11-1113-1395";"1111131395";"11-1113-1395";
"1111131406";"11-1113-1406";"1111131406";"11-1113-1406";
"1111131417";"11-1113-1417";"1111131417";"11-1113-1417";
"1111131428";"11-1113-1428";"1111131428";"11-1113-1428";
"1111131439";"11-1113-1439";"1111131439";"11-1113-1439";
"1111131450";"11-1113-1450";"1111131450";"11-1113-1450";
"1111131461";"11-1113-1461";"1111131461";"11-1113-1461";
"1111131472";"11-1113-1472";"1111131472";"11-1113-1472";
"1111131483";"11-1113-1483";"1111131483";"11-1113-1483";
"1111131494";"11-1113-1494";"1111131494";"11-1113-1494";
"1111131505";"11-1113-1505";"1111131505";"11-1113-1505";
"1111131516";"11-1113-1516";"1111131516";"11-1113-1516";
"1111131527";"11-1113-1527";"1111131527";"11-1113-1527";
"1111131538";"11-1113-1538";"1111131538";"11-1113-1538";
"1111131549";"11-1113-1549";"1111131549";"11-1113-1549";
"1111131560";"11-1113-1560";"1111131560";"11-1113-1560";
"1111131571";"11-1113-1571";"1111131571";"11-1113-1571";
"1111131582";"11-1113-1582";"1111131582";"11-1113-1582";
"1111131593";"11-1113-1593";"1111131593";"11-1113-1593";
"1111131604";"11-1113-1604";"1111131604";"11-1113-1604";
"1111131615";"11-1113-1615";"1111131615";"11-1113-1615";
"1111131626";"11-1113-1626";"1111131626";"11-1113-1626";
"1111131637";"11-1113-1637";"1111131637";"11-1113-1637";
"1111131648";"11-1113-1648";"1111131648";"11-1113-1648";
"1111131659";"11-1113-1659";"1111131659";"11-1113-1659";
"1111131670";"11-1113-1670";"1111131670";"11-1113-1670";
"1111131681";"11-1113-1681";"1111131681";"11-1113-1681";
"1111131692";"11-1113-1692";"1111131692";"11-1113-1692";
"1111131703";"11-1113-1703";"1111131703";"11-1113-1703";
"1111131714";"11-1113-1714";"1111131714";"11-1113-1714";
"1111131725";"11-1113-1725";"1111131725";"11-1113-1725";
"1111131736";"11-1113-1736";"1111131736";"11-1113-1736";
"1111131747";"11-1113-1747";"1111131747";"11-1113-1747";
"1111131758";"11-1113-1758";"1111131758";"11-1113-1758";
"1111131769";"11-1113-1769";"1111131769";"11-1113-1769";
"1111131780";"11-1113-1780";"1111131780";"11-1113-1780";
"1111131791";"11-1113-1791";"1111131791";"11-1113-1791";
"1111131802";"11-1113-1802";"1111131802";"11-1113-1802";
"1111131813";"11-1113-1813";"1111131813";"11-1113-1813";
"1111131824";"11-1113-1824";"1111131824";"11-1113-1824";
"1111131835";"11-1113-1835";"1111131835";"11-1113-1835";
"1111131846";"11-1113-1846";"1111131846";"11-1113-1846";
"1111131857";"11-1113-1857";"1111131857";"11-1113-1857";
"1111131868";"11-1113-1868";"1111131868";"11-1113-1868";
"1111131879";"11-1113-1879";"1111131879";"11-1113-1879";
"1111131890";"11-1113-1890";"1111131890";"11-1113-1890";
"1111131901";"11-1113-1901";"1111131901";"11-1113-1901";
"1111131912";"11-1113-1912";"1111131912";"11-1113-1912";
"1111131923";"11-1113-1923";"1111131923";"11-1113-1923";
"1111131934";"11-1113-1934";"1111131934";"11-1113-1934";
"1111131945";"11-1113-1945";"1111131945";"11-1113-1945";
"1111131956";"11-1113-1956";"1111131956";"11-1113-1956";
"1111131967";"11-1113-1967";"1111131967";"11-1113-1967";
"1111131978";"11-1113-1978";"1111131978";"11-1113-1978";
"1111131989";"11-1113-1989";"1111131989";"11-1113-1989";
"1111132000";"11-1113-2000";"1111132000";"11-1113-2000";
"1111132011";"11-1113-2011";"1111132011";"11-1113-2011";
"1111132022";"11-1113-2022";"1111132022";"11-1113-2022";
"1111132033";"11-1113-2033";"1111132033";"11-1113-2033";
"1111132044";"11-1113-2044";"1111132044";"11-1113-2044";
"1111132055";"11-1113-2055";"1111132055";"11-1113-2055";
"1111132066";"11-1113-2066";"1111132066";"11-1113-2066";
"1111132077";"11-1113-2077";"1111132077";"11-1113-2077";
"1111132088";"11-1113-2088";"1111132088";"11-1113-2088";
"1111132099";"11-1113-2099";"1111132099";"11-1113-2099";
"1111132110";"11-1113-2110";"1111132110";"11-1113-2110";
"1111132121";"11-1113-2121";"1111132121";"11-1113-2121";
"1111132132";"11-1113-2132";"1111132132";"11-1113-2132";
"1111132143";"11-1113-2143";"1111132143";"11-1113-2143";
"1111132154";"11-1113-2154";"1111132154";"11-1113-2154";
"1111132165";"11-1113-2165";"1111132165";"11-1113-2165";
"1111132176";"11-1113-2176";"1111132176";"11-1113-2176";
"1111132187";"11-1113-2187";"1111132187";"11-1113-2187";
"1111132198";"11-1113-2198";"1111132198";"11-1113-2198";
"1111132209";"11-1113-2209";"1111132209";"11-1113-2209";
"1111132220";"11-1113-2220";"1111132220";"11-1113-2220";
"1111132231";"11-1113-2231";"1111132231";"11-1113-2231";
"1111132242";"11-1113-2242";"1111132242";"11-1113-2242";
"1111132253";"11-1113-2253";"1111132253";"11-1113-2253";
"1111132264";"11-1113-2264";"1111132264";"11-1113-2264";
"1111132275";"11-1113-2275";"1111132275";"11-1113-2275";
"1111132286";"11-1113-2286";"1111132286";"11-1113-2286";
"1111132297";"11-1113-2297";"1111132297";"11-1113-2297";
"1111132308";"11-1113-2308";"1111132308";"11-1113-2308";
"1111132319";"11-1113-2319";"1111132319";"11-1113-2319";
"1111132330";"11-1113-2330";"1111132330";"11-1113-2330";
"1111132341";"11-1113-2341";"1111132341";"11-1113-2341";
"1111132352";"11-1113-2352";"1111132352";"11-1113-2352";
"1111132363";"11-1113-2363";"1111132363";"11-1113-2363";
"1111132374";"11-1113-2374";"1111132374";"11-1113-2374";
"1111132385";"11-1113-2385";"1111132385";"11-1113-2385";
"1111132396";"11-1113-2396";"1111132396";"11-1113-2396";
"1111132407";"11-1113-2407";"1111132407";"11-1113-2407";
"1111132418";"11-1113-2418";"1111132418";"11-1113-2418";
"1111132429";"11-1113-2429";"1111132429";"11-1113-2429";
"1111132440";"11-1113-2440";"1111132440";"11-1113-2440";
"1111132451";"11-1113-2451";"1111132451";"11-1113-2451";
"1111132462";"11-1113-2462";"1111132462";"11-1113-2462";
"1111132473";"11-1113-2473";"1111132473";"11-1113-2473";
"1111132484";"11-1113-2484";"1111132484";"11-1113-2484";
"1111132495";"11-1113-2495";"1111132495";"11-1113-2495";
"1111132506";"11-1113-2506";"1111132506";"11-1113-2506";
"1111132517";"11-1113-2517";"1111132517";"11-1113-2517";
"1111132528";"11-1113-2528";"1111132528";"11-1113-2528";
"1111132539";"11-1113-2539";"1111132539";"11-1113-2539";
